iter	Logloss
187	0.4538767507
188	0.4538463211
189	0.4537212701
190	0.4536925937
191	0.4536378189
192	0.4535529305
193	0.4534974463
194	0.4534489602
195	0.4533928379
196	0.4533650503
197	0.453208493
198	0.4531459823
199	0.4530973076
200	0.4530957735
201	0.4530910817
202	0.4530617206
203	0.4528935396
204	0.4528303621
205	0.4527755993
206	0.4526101803
207	0.4526027146
208	0.4525229049
209	0.4524564097
210	0.4523296858
211	0.4520788879
212	0.4519840898
213	0.4518995435
214	0.4518059212
215	0.4516799113
216	0.4516467181
217	0.4516084915
218	0.4515744958
219	0.4514139483
220	0.4513613172
221	0.4511784113
222	0.4510680955
223	0.4510109149
224	0.4509516445
225	0.4509457794
226	0.4507870142
227	0.4506707246
228	0.4505896876
229	0.4505752034
230	0.45054666
231	0.4504929858
232	0.4504041824
233	0.450389751
234	0.4503839624
235	0.4502221448
236	0.4501711289
237	0.4501686025
238	0.4501448469
239	0.4501399047
240	0.4499712005
241	0.4499470527
242	0.4499340201
243	0.4498313324
244	0.4497837258
245	0.4497555436
246	0.4497396486
247	0.4496114588
248	0.4495045265
249	0.449495549
250	0.4494445785
251	0.4493718017
252	0.4493218148
253	0.4492864159
254	0.4492541851
255	0.4492308412
256	0.4491367013
257	0.4490910437
258	0.4490202287
259	0.4489881293
260	0.4489640031
261	0.4488905918
262	0.4487570977
263	0.4486547755
264	0.4486383017
265	0.4485648556
266	0.4485010553
267	0.448460101
268	0.4483704937
269	0.4483363828
270	0.4482466635
271	0.4481929392
272	0.448145147
273	0.4480891094
274	0.4480303218
275	0.4479495317
276	0.4478269343
277	0.4476535101
278	0.4475495051
279	0.4474858151
280	0.4474237794
281	0.4473690083
282	0.4473261897
283	0.447167266
284	0.4471431999
285	0.4469259851
286	0.4468111714
287	0.4467169687
288	0.4466580652
289	0.4465701908
290	0.4464455807
291	0.4463969134
292	0.4463734474
293	0.4463278214
294	0.4462502676
295	0.4462018103
296	0.4461213602
297	0.4460329696
298	0.4459332688
299	0.4459073635
300	0.4458235435
301	0.4457283501
302	0.4455684015
303	0.4455060124
304	0.4454088879
305	0.4453260865
306	0.4452859074
307	0.4451562669
308	0.4451202779
309	0.4450810207
310	0.4450258043
311	0.4449617244
312	0.4448936087
313	0.4448394035
314	0.4447859215
315	0.4446753329
316	0.444534998
317	0.4444699067
318	0.4444357185
319	0.444317098
320	0.4442507478
321	0.4441766603
322	0.4441471949
323	0.444121893
324	0.4440699578
325	0.4440279371
326	0.4439040504
327	0.4438019894
328	0.4437488355
329	0.4436753217
330	0.4436108976
331	0.4435554743
332	0.4435070955
333	0.4433713587
334	0.4432840593
335	0.4432094582
336	0.4431625591
337	0.4431348241
338	0.4430976671
339	0.4430201509
340	0.4429576742
341	0.4429145074
342	0.4428567769
343	0.4427955367
344	0.4427186307
345	0.4426408075
346	0.4425608277
347	0.4425278263
348	0.4424628977
349	0.4423726945
350	0.4423413976
351	0.4422369142
352	0.4422006445
353	0.442130737
354	0.4420854535
355	0.4420485497
356	0.4420131976
357	0.4419810183
358	0.4419244856
359	0.441887932
360	0.4418492032
361	0.4418056408
362	0.4417690302
363	0.4417250341
364	0.4416694188
365	0.4416237041
366	0.441588565
367	0.4415309331
368	0.4413880734
369	0.4412840458
370	0.4412465863
371	0.4411979004
372	0.4411388462
373	0.4410642632
374	0.4410176497
375	0.4409756649
376	0.4409092347
377	0.4408039826
378	0.4407454282
379	0.4407175307
380	0.4406671703
381	0.4406213402
382	0.4405701004
383	0.4404947918
384	0.4404529082
385	0.4404121219
386	0.4403921748
387	0.4403574046
388	0.4403115066
389	0.4402795527
390	0.4402462142
391	0.4402135824
392	0.4401784084
393	0.4401470728
394	0.4401173966
395	0.4401029156
396	0.4400097458
397	0.4399319744
398	0.4398967981
399	0.4398573807
400	0.4398346763
401	0.4397964997
402	0.439762625
403	0.4397446889
404	0.4397161012
405	0.4396829533
406	0.4396513851
407	0.4396214254
408	0.4395954319
409	0.4395756468
410	0.4395602007
411	0.4395363645
412	0.4395189678
413	0.4394741362
414	0.4393962105
415	0.439330679
416	0.4393028333
417	0.4392564071
418	0.4392311453
419	0.4391880091
420	0.4391316544
421	0.4390461854
422	0.4390259041
423	0.43895501
424	0.438878715
425	0.4388540072
426	0.4387721536
427	0.4387174004
428	0.4387021686
429	0.4386387315
430	0.4386010257
431	0.4385714726
432	0.4385010834
433	0.4384653315
434	0.438412719
435	0.4383495556
436	0.4383226161
437	0.4382919257
438	0.4382619722
439	0.438240933
440	0.4382207855
441	0.4381720627
442	0.4381526592
443	0.4381107039
444	0.4380871837
445	0.4380354352
446	0.4380102071
447	0.4379656787
448	0.4379231688
449	0.4378864996
450	0.4378511767
451	0.4377824627
452	0.437762521
453	0.4377274988
454	0.4376932722
455	0.4376880272
456	0.4376320663
457	0.4376046715
458	0.4375868437
459	0.4375546025
460	0.4375334152
461	0.4375172837
462	0.4374620785
463	0.4374390551
464	0.4374203213
465	0.4373911578
466	0.437348477
467	0.43731065
468	0.4372908953
469	0.4372786281
470	0.437205082
471	0.437164825
472	0.4371330113
473	0.4371127089
474	0.437048198
475	0.4370421729
476	0.4369868797
477	0.4369345437
478	0.4368776431
479	0.4368259676
480	0.4368111093
481	0.4367824795
482	0.4367513268
483	0.4367265905
484	0.4366817781
485	0.4366643773
486	0.4366321451
487	0.4365992908
488	0.4365481746
489	0.4365134603
490	0.43647676
491	0.4364299682
492	0.4364168585
493	0.4364057114
494	0.4363954975
495	0.4363208963
496	0.4362834137
497	0.4362688892
498	0.4362350944
499	0.4362070776
500	0.436170869
501	0.4361230526
502	0.4360748386
503	0.4360392107
504	0.4359809043
505	0.4359331646
506	0.4359070962
507	0.4358892352
508	0.4358704818
509	0.4358657596
510	0.4358171407
511	0.4357453086
512	0.4357135486
513	0.435652183
514	0.4356286625
515	0.4355918906
516	0.4355368647
517	0.4355141553
518	0.4354852146
519	0.4354508085
520	0.4354132012
521	0.4353895496
522	0.4353569502
523	0.4353247916
524	0.4352937881
525	0.4352851388
526	0.4352530277
527	0.4352310009
528	0.4352124816
529	0.4351881885
530	0.4351587582
531	0.4351244596
532	0.4351158734
533	0.4351063107
534	0.4350958026
535	0.4350582981
536	0.4350417863
537	0.4350136707
538	0.4349919859
539	0.4349498534
540	0.4349245393
541	0.4348965478
542	0.4348808187
543	0.4348395504
544	0.4347763957
545	0.4347725356
546	0.434748146
547	0.4347176122
548	0.4346970678
549	0.4346938268
550	0.4346538616
551	0.4346381836
552	0.4346050523
553	0.4345673099
554	0.4345349713
555	0.4344861454
556	0.4344687199
557	0.4344453986
558	0.4344410846
559	0.4344189656
560	0.4343957479
561	0.4343396262
562	0.4343318257
563	0.4343198576
564	0.4342897316
565	0.4342741569
566	0.4342518889
567	0.4342259138
568	0.4341916903
569	0.4341795865
570	0.4341522009
571	0.4341289262
572	0.4341034613
573	0.4340870561
574	0.4340563932
575	0.4340189363
576	0.433980568
577	0.4339760032
578	0.4339574905
579	0.4339362538
580	0.4339325755
581	0.4339150362
582	0.4339023213
583	0.4339010442
584	0.433887287
585	0.4338755523
586	0.4338540124
587	0.4338340326
588	0.4338201375
589	0.4337762171
590	0.4337667101
591	0.4337426498
592	0.4337124914
593	0.433698836
594	0.433686995
595	0.4336721575
596	0.4336317078
597	0.4336118457
598	0.4335817884
599	0.4335643882
600	0.4335512352
601	0.4335408997
602	0.4335187
603	0.4334866393
604	0.4334668739
605	0.433459377
606	0.4334557521
607	0.4334242084
608	0.4334057372
609	0.433377573
610	0.4333615009
611	0.4333324062
612	0.4333166005
613	0.4333107032
614	0.4332868904
615	0.4332660235
616	0.4332593925
617	0.4332356405
618	0.4332061486
619	0.4331790202
620	0.4331545428
621	0.4331378536
622	0.4331289541
623	0.433113508
624	0.4330980504
625	0.4330730047
626	0.4330342495
627	0.4330223959
628	0.4330059189
629	0.4329611844
630	0.4329382093
631	0.4329047468
632	0.4328777962
633	0.4328529578
634	0.4328304767
635	0.4328142805
636	0.4327947658
637	0.4327868155
638	0.4327657713
639	0.4327293155
640	0.4327045456
641	0.4326853082
642	0.4326476897
643	0.432630383
644	0.4326187863
645	0.4325964456
646	0.4325867601
647	0.4325750404
648	0.4325341466
649	0.4324753985
650	0.4324429403
651	0.4324074841
652	0.4323672872
653	0.4323397497
654	0.4323203825
655	0.4323023206
656	0.4322652723
657	0.432248628
658	0.4322347026
659	0.4322012422
660	0.4321927398
661	0.4321719177
662	0.4321450603
663	0.4321109289
664	0.4320826632
665	0.4320653246
666	0.4320454852
667	0.4320258798
668	0.4320146258
669	0.4320084122
670	0.4319951877
671	0.4319621251
672	0.4319398004
673	0.4319289414
674	0.4319012433
675	0.4318974825
676	0.4318733766
677	0.431863574
678	0.4318307914
679	0.4318176949
680	0.4317927475
681	0.4317887322
682	0.4317752567
683	0.4317624475
684	0.4317370588
685	0.4317233338
686	0.4316976145
687	0.4316673359
688	0.431642649
689	0.4316246298
690	0.4316037028
691	0.4315959752
692	0.4315804256
693	0.4315628417
694	0.431556919
695	0.4315335394
696	0.4315078832
697	0.4314952974
698	0.4314697784
699	0.4314501723
700	0.431412539
701	0.4313790902
702	0.431347356
703	0.4313091148
704	0.4313012316
705	0.4312644883
706	0.4312408133
707	0.4312107648
708	0.431183387
709	0.4311615238
710	0.4311394014
711	0.431112801
712	0.4310946895
713	0.4310850667
714	0.4310704964
715	0.4310633513
716	0.4310563951
717	0.4310335346
718	0.4310140061
719	0.4310042549
720	0.4309841091
721	0.4309709364
722	0.4309542
723	0.4309324404
724	0.4309224292
725	0.4308933752
726	0.430889174
727	0.4308815835
728	0.4308576622
729	0.4308552788
730	0.4308542618
731	0.4308320028
732	0.430816342
733	0.4307968392
734	0.4307755949
735	0.4307502718
736	0.4307254939
737	0.4306775673
738	0.4306597166
739	0.4306335831
740	0.4306204212
741	0.4306075768
742	0.430591964
743	0.4305763096
744	0.4305753877
745	0.4305358816
746	0.4305198645
747	0.4304968137
748	0.4304723026
749	0.430466513
750	0.4304436991
751	0.430433219
752	0.4304324607
753	0.4304270462
754	0.4304234625
755	0.4304054374
756	0.4303957848
757	0.4303855701
758	0.4303690364
759	0.4303520147
760	0.430329261
761	0.4303085727
762	0.4302890855
763	0.4302503941
764	0.4302119466
765	0.4301894794
766	0.4301764316
767	0.4301444998
768	0.4301378069
769	0.4301032121
770	0.4300885074
771	0.4300703193
772	0.4300387382
773	0.4300379134
774	0.4300213294
775	0.4299836138
776	0.4299606719
777	0.4299503676
778	0.4299339194
779	0.4299129009
780	0.429900656
781	0.4298719534
782	0.429849316
783	0.4298351976
784	0.4298089098
785	0.4297831664
786	0.4297526429
787	0.4297272528
788	0.4297127747
789	0.4296948262
790	0.4296696807
791	0.4296488531
792	0.4296263581
793	0.4296108585
794	0.4295563748
795	0.4295373041
796	0.4295082825
797	0.4294948295
798	0.4294777376
799	0.4294511285
800	0.429435804
801	0.4294286077
802	0.4294158405
803	0.4294027088
804	0.4293841092
805	0.4293777831
806	0.4293770877
807	0.4293391598
808	0.4292962902
809	0.4292774118
810	0.4292537323
811	0.4292499618
812	0.4292300091
813	0.4291989293
814	0.4291958643
815	0.4291816897
816	0.4291605247
817	0.429142413
818	0.4291266126
819	0.4291202669
820	0.4291197731
821	0.4291112365
822	0.4290754996
823	0.4290624796
824	0.4290509873
825	0.4290382804
826	0.4290280181
827	0.429019575
828	0.4290120707
829	0.4290060525
830	0.4289857085
831	0.4289608857
832	0.4289402372
833	0.4289110468
834	0.4288928189
835	0.4288677108
836	0.4288257323
837	0.4288178101
838	0.4287986258
839	0.4287633359
840	0.4287408937
841	0.4287119651
842	0.4287079569
843	0.4286780026
844	0.4286519164
845	0.4286401346
846	0.4286187577
847	0.4286036917
848	0.4285772567
849	0.4285412442
850	0.4285154247
851	0.4285020693
852	0.4284675769
853	0.4284417916
854	0.4284279746
855	0.42841995
856	0.4283876305
857	0.4283694279
858	0.4283469711
859	0.4283395055
860	0.4283252119
861	0.4283148276
862	0.4282923631
863	0.428281118
864	0.4282627933
865	0.4282410501
866	0.4282405806
867	0.4282187067
868	0.4282002009
869	0.4281867227
870	0.4281819781
871	0.4281600818
872	0.4281541461
873	0.4281419918
874	0.4281165932
875	0.4280982235
876	0.4280909969
877	0.4280660616
878	0.4280607301
879	0.4280484061
880	0.4280410155
881	0.4280305141
882	0.4280257161
883	0.4280107976
884	0.4279906659
885	0.4279707811
886	0.4279702147
887	0.4279589914
888	0.4279392521
889	0.4279059298
890	0.4278917357
891	0.4278905091
892	0.4278669006
893	0.4278558598
894	0.4278503331
895	0.4278403384
896	0.4278234574
897	0.4278072331
898	0.4277921074
899	0.4277759027
900	0.4277602105
901	0.4277408552
902	0.4277230492
903	0.4277052175
904	0.4276863129
905	0.427678205
906	0.4276694727
907	0.4276513554
908	0.4276294499
909	0.4276283318
910	0.4276122861
911	0.4275903701
912	0.4275714038
913	0.4275710135
914	0.4275669662
915	0.427547933
916	0.4275416188
917	0.4275371873
918	0.4275221382
919	0.427500899
920	0.4274903247
921	0.4274801764
922	0.4274655476
923	0.4274651857
924	0.4274422574
925	0.4274109583
926	0.427401461
927	0.4273820895
928	0.4273763512
929	0.4273750686
930	0.4273640929
931	0.42735267
932	0.4273521975
933	0.4273303763
934	0.427310506
935	0.4273035668
936	0.4272864235
937	0.4272545992
938	0.4272214576
939	0.4272054109
940	0.427187052
941	0.4271601034
942	0.4271451182
943	0.4271132657
944	0.4271004448
945	0.4270774448
946	0.4270706368
947	0.4270429667
948	0.4270338221
949	0.4270059769
950	0.4269951246
951	0.4269772109
952	0.4269657365
953	0.426964309
954	0.4269550442
955	0.4269436867
956	0.4269399223
957	0.4269204153
958	0.4269050128
959	0.4268868809
960	0.4268590401
961	0.4268532598
962	0.4268244895
963	0.4267944029
964	0.4267650327
965	0.4267507706
966	0.4267389478
967	0.4267243594
968	0.4266868407
969	0.4266701475
970	0.4266500587
971	0.4266318537
972	0.4266234068
973	0.4266025342
974	0.4265974993
975	0.4265810426
976	0.426575674
977	0.4265655552
978	0.4265401222
979	0.4265233396
980	0.4265162472
981	0.4265027381
982	0.4264970728
983	0.4264966128
984	0.4264747912
985	0.426443254
986	0.4264394612
987	0.4264312025
988	0.4264240958
989	0.4264045126
990	0.4263987176
991	0.4263790935
992	0.4263742911
993	0.4263738704
994	0.4263595566
995	0.4263589281
996	0.426347566
997	0.4263351566
998	0.4263139053
999	0.4262981806
